	allentownpa	anstedwv	syracuseny	stalbanscityvt	athensga	daytonoh	tampafl	camdennj	summersvillewv	leominsterma	lawrenceburgky	newyorkcityny	virginiabeachva	keenenh	fortlauderdalefl	detroitmi	rutlandvt	milfordde	sumtersc	toledooh	fredericksburgva	charlottenc	stamfordct	danburyct	brunswickme	southbendin	ashevillenc	jacksonvillefl	atlanticcitynj	greensboronc	watervilleme	rochesternh	westerlyri	cincinnatioh	columbiasc	lagrangeky	providenceri	lexingtonky	scrantonpa	owossomi	savannahga	rochesterny	fredericksonwa	woonsocketri	wilmingtonnc	trentonnj	northkingstownri	wilmingtonde	statecollegepa	baltimoremd	raleighnc	atlantaga	clevelandoh	cynthianaky	durhamnc	spartanburgsc	indianapolisin	oceancitymd	williamsburgva	augustame	charlestonwv	fortwaynein	grandrapidsmi	newarkde	lewistonme	pepperellma	louisvilleky	concordnh	frankfordde	buffalony	hagerstownmd	annapoliswa	evansvillein	frankfortky	washingtondcwa	miamifl	hartfordct	middletownde	newhavenct	columbusga	nashuanh	columbusoh	elizabethnj	newportri	fitchburgma	orlandofl	amherstma	augustaga	towsonmd	portsmouthnh	portlandme	hamptonva	viennawv	myrtlebeachsc	montpeliervt	doverde	waterburyct	pittsburghpa	burlingtonvt	cadillacmi	greenvillesc	newarknj	martinsburgswv	philadelphiapa	akronoh	keywestfl	newbrunswicknj	chicopeema	rockvillemd	annarbormi	traversecitymi	westspringfieldma	troyny	barrevt	manchesternh	silverspringmd	cooperstownny	clemsonsc	lafayettein	alexandriava	bridgeportct	winooskivt	eriepa	richmondva	bluefieldwv	warwickri	bangorme	bloomingtonin	maconga	
cooperstownny	213.36	580.15	92.94	219.53	920.3	626.84	1278.19	266.05	557.81	223.97	770.05	198.51	526.28	167.01	1408.66	488.35	148.32	346.77	816.36	533.64	425.48	734.3	180.56	158.45	363.62	676.05	781.14	1081.74	323.68	648.97	413.66	307.26	239.91	663.82	825.23	739.41	234.26	746.22	138.8	533.5	947.5	173.65	2851.94	221.79	736.91	274.83	257.27	279.26	260.17	340.25	651.32	971.44	421.17	718.96	631.16	800.86	730.99	397.68	526.31	393.35	589.79	623.77	618.29	292.66	370.62	238.98	762.99	216.94	377.93	238.95	332.68	2872.72	881.52	742.73	379.27	1433.57	182.58	305.74	220.39	1079.32	258.2	557.51	202.45	267.39	227.96	1223.32	170.48	897.31	331.67	288.38	338.74	551.3	580.43	803.9	214.88	329.64	176.96	446.22	192.08	647.13	828.95	194.53	351.88	262.04	443.43	1585.36	224.26	156.88	362.76	530.85	695.09	154.51	77.92	212.91	273.98	374.35	0.0	860.62	737.85	387.27	187.6	195.11	324.3	482.33	648.17	245.8	467.62	780.69	1017.43	
clemsonsc	682.91	360.78	852.28	1069.25	73.19	496.69	575.32	668.24	377.13	950.02	377.14	753.52	470.36	969.96	741.67	705.19	983.48	625.16	179.02	644.6	477.24	134.01	793.12	819.04	1089.67	687.36	90.26	414.75	718.89	220.79	1138.12	1033.15	893.68	443.45	130.82	430.93	933.38	365.14	721.05	761.23	284.59	850.83	2766.16	947.49	335.84	696.95	921.25	636.24	646.56	572.56	294.49	124.33	641.63	395.17	271.57	65.04	549.78	593.66	446.07	1119.25	388.45	621.54	797.9	624.0	1094.8	965.03	439.47	1016.22	599.32	785.92	531.19	2786.94	509.38	389.81	527.18	766.57	869.74	625.34	834.0	232.21	984.6	482.63	740.55	932.08	954.01	558.2	917.74	109.76	586.73	1014.46	1065.07	465.46	475.04	278.98	1065.91	622.7	845.27	573.73	1041.79	884.07	30.2	745.37	510.72	667.77	605.22	918.37	724.85	896.98	539.99	692.42	932.03	894.69	900.47	1063.94	1003.81	541.72	860.62	0.0	612.93	522.82	814.35	1044.82	694.88	419.59	294.79	927.04	1192.75	540.37	164.53	
lafayettein	683.07	417.67	650.85	892.31	655.44	178.03	1051.39	707.95	457.85	940.19	227.69	762.77	791.93	882.68	1235.28	276.65	857.6	722.51	735.75	216.06	653.62	634.36	794.57	802.35	1079.85	107.42	534.06	941.15	765.57	614.76	1128.29	1023.32	895.13	175.11	681.72	194.01	934.84	252.26	669.71	280.16	845.07	575.42	2206.58	938.69	817.62	723.12	922.71	696.54	537.76	639.03	688.93	597.32	318.14	238.83	666.02	591.71	63.08	772.75	736.29	1109.42	371.4	113.98	232.52	697.06	1084.97	955.2	177.76	933.31	746.4	510.5	567.96	2227.37	230.33	228.99	633.22	1258.13	858.51	710.92	835.46	701.34	974.77	236.13	756.36	933.54	944.18	1034.27	886.71	742.82	642.4	1004.63	1055.25	761.92	347.69	798.24	924.16	720.06	828.59	420.16	872.52	327.06	586.35	747.0	580.63	703.94	324.03	1415.69	747.88	873.1	616.71	256.08	374.53	870.74	794.42	922.19	993.98	628.06	737.85	612.93	0.0	648.28	815.8	875.55	419.86	686.95	477.06	928.5	1182.92	112.12	680.36	
alexandriava	195.28	315.52	378.93	546.18	582.49	483.32	897.55	147.49	316.36	428.77	546.59	232.27	203.66	445.08	1028.02	528.69	460.4	104.41	438.64	481.11	47.75	395.35	272.37	298.3	568.43	623.51	475.3	701.1	198.15	304.69	616.87	514.81	372.94	516.51	473.94	592.1	412.64	515.62	248.55	595.78	569.78	396.65	2799.41	426.75	359.49	176.21	400.51	115.5	212.3	47.64	273.09	633.63	385.09	517.25	253.37	463.05	587.47	154.65	148.59	598.01	341.64	571.24	659.59	103.25	573.55	443.79	586.67	496.72	128.3	386.91	84.43	2820.19	705.13	537.55	8.28	1052.93	349.0	104.59	313.26	741.51	465.75	413.07	219.81	411.34	432.76	842.69	396.49	545.73	62.07	495.93	543.83	173.57	336.12	426.17	544.66	101.96	324.53	257.5	518.72	718.62	491.14	224.63	83.7	146.57	362.31	1204.72	204.11	375.73	33.39	526.97	766.58	373.44	377.4	542.69	481.52	33.16	387.27	522.82	648.28	0.0	293.6	521.75	380.02	104.6	341.22	406.3	671.5	637.17	665.85	
bridgeportct	160.28	589.7	276.82	314.18	877.49	688.83	1189.39	157.03	567.67	137.25	804.54	61.93	423.42	157.19	1319.86	673.21	211.18	246.73	730.03	618.72	340.27	687.2	23.12	29.12	276.9	760.33	759.11	992.94	187.17	596.53	325.34	220.38	80.91	725.8	765.86	801.36	119.84	772.74	164.81	740.3	862.21	358.91	2930.6	134.35	651.33	127.27	108.25	185.91	295.74	247.62	564.93	926.34	520.34	781.16	545.21	755.83	792.55	298.74	440.27	306.48	599.39	704.61	804.12	191.46	282.03	152.26	825.65	203.45	277.39	403.07	310.62	2950.6	946.81	795.03	286.14	1344.77	54.75	205.38	20.11	1033.19	171.83	618.94	77.4	118.95	141.24	1134.53	104.97	836.45	247.32	201.68	252.3	465.91	556.18	719.12	253.14	228.86	30.14	428.41	289.16	863.15	783.67	71.58	329.58	154.49	496.69	1496.57	95.99	84.2	287.98	671.49	911.11	81.92	140.39	251.16	191.03	282.08	187.6	814.35	815.8	293.6	0.0	289.76	468.73	395.83	625.72	112.78	379.97	842.32	957.33	
winooskivt	367.26	796.36	231.0	25.31	1104.5	764.53	1418.42	385.77	774.02	195.62	907.74	303.4	654.47	151.0	1547.25	644.11	69.54	474.96	958.82	671.34	567.93	918.5	312.01	292.98	282.52	813.74	965.34	1224.65	414.19	825.13	240.56	189.88	293.19	801.52	994.12	877.11	265.59	883.92	335.92	689.26	1089.96	311.19	2989.64	251.84	879.37	355.55	288.32	415.09	457.3	480.96	793.78	1155.63	558.86	856.65	773.62	985.05	868.69	525.87	668.77	220.07	805.99	761.47	774.05	420.85	201.43	193.58	900.68	152.45	506.12	376.65	516.87	3010.42	1019.22	880.43	514.24	1568.01	235.86	433.93	273.67	1263.52	183.35	695.2	307.34	286.83	188.77	1361.58	191.94	1065.91	476.07	207.28	257.64	693.76	718.12	946.35	39.5	457.83	265.79	583.91	2.11	802.89	1013.14	299.42	536.07	383.41	581.13	1724.13	329.16	209.4	515.83	686.62	850.85	209.41	146.6	46.27	167.1	510.19	195.11	1044.82	875.55	521.75	289.76	0.0	461.99	624.79	832.37	277.13	294.52	918.39	1186.03	
eriepa	372.69	338.79	237.3	485.69	754.56	308.25	1146.69	405.21	316.45	526.64	446.12	431.86	568.19	469.13	1277.16	270.68	444.05	453.46	677.35	216.19	412.54	568.67	453.21	439.59	666.29	357.8	598.06	950.24	462.83	549.07	714.73	609.77	542.42	345.21	659.49	420.78	536.77	427.95	321.75	337.77	818.53	161.86	2534.06	524.3	723.6	433.03	559.78	393.8	212.37	369.98	623.24	806.32	102.56	400.58	600.32	635.11	411.97	503.7	512.55	695.87	338.49	305.58	401.59	375.05	671.42	541.65	445.07	519.76	477.35	96.95	298.91	2554.84	566.22	424.42	364.17	1302.07	485.09	400.66	472.73	910.34	561.22	238.36	430.97	569.9	530.63	1091.83	473.15	731.56	373.35	591.07	641.69	538.18	262.54	731.64	510.61	451.01	465.82	127.92	458.96	460.62	663.2	421.61	311.58	421.11	124.91	1453.86	432.87	459.55	347.66	268.96	508.58	457.18	380.87	508.64	580.43	359.01	324.3	694.88	419.86	380.02	468.73	461.99	0.0	468.11	410.45	548.31	769.36	461.74	851.68	
richmondva	297.51	260.65	473.99	649.21	479.27	508.81	794.88	249.72	261.49	531.81	522.64	335.31	106.67	547.31	926.3	623.75	563.44	206.65	335.42	569.19	59.02	292.69	374.6	400.53	671.46	711.6	372.64	598.43	300.38	202.02	719.9	617.04	475.16	514.42	370.71	555.98	514.87	491.67	343.86	690.84	466.56	491.71	2890.04	528.98	256.82	278.44	502.74	217.73	321.0	154.05	170.42	530.4	473.17	493.29	150.7	359.82	626.14	225.14	51.6	701.04	316.69	635.53	754.65	205.48	676.59	546.82	562.72	598.95	230.53	481.97	172.52	2910.83	681.17	513.6	108.67	951.2	451.23	206.82	415.49	638.29	567.98	477.43	322.04	513.57	535.8	740.02	499.53	442.5	168.22	598.16	646.86	77.01	403.28	322.95	647.7	204.19	426.76	345.59	621.76	813.68	387.91	326.86	160.57	248.8	450.4	1102.06	306.34	478.76	121.48	622.03	861.64	476.48	480.44	645.73	583.75	123.21	482.33	419.59	686.95	104.6	395.83	624.79	468.11	0.0	286.35	508.53	774.54	664.67	562.62	
bluefieldwv	470.46	78.68	639.83	856.79	356.93	298.42	748.48	477.6	95.03	762.21	312.88	557.99	391.34	782.15	878.95	470.93	771.02	440.02	279.66	410.34	281.82	170.45	604.49	623.8	901.87	525.76	199.84	552.02	528.25	150.86	950.31	845.34	707.06	304.04	261.78	344.49	745.99	281.08	508.59	526.97	420.9	566.4	2681.69	760.49	353.71	506.31	734.4	445.6	394.68	375.75	225.03	408.06	357.2	282.94	202.11	236.27	416.48	490.91	335.69	931.45	106.14	425.35	590.78	433.49	907.0	777.23	353.03	828.42	463.88	501.49	319.17	2701.69	474.47	303.37	338.03	903.85	678.85	440.0	645.38	515.95	796.8	267.55	549.91	745.09	766.2	693.61	729.93	333.94	394.82	826.65	877.27	361.33	187.15	334.26	837.58	437.53	650.04	289.3	829.34	649.81	264.12	547.48	299.26	476.83	320.79	1055.65	535.16	709.17	341.63	458.16	697.77	706.88	688.02	835.61	816.0	344.25	648.17	294.79	477.06	341.22	625.72	832.37	410.45	286.35	0.0	738.93	1004.94	453.93	454.06	
warwickri	272.98	702.92	317.05	301.56	986.29	801.53	1302.09	269.39	680.58	73.36	917.24	174.63	536.12	117.07	1432.56	712.46	188.7	359.43	842.72	731.42	452.97	799.89	134.9	144.26	199.22	873.03	871.81	1105.64	298.89	709.22	247.67	142.7	37.33	838.49	878.55	914.06	12.11	885.44	278.63	757.62	973.58	397.76	3043.3	26.18	764.02	239.17	16.51	298.61	408.43	360.32	677.63	1037.42	645.38	893.86	657.9	868.52	905.25	411.44	552.97	228.8	712.56	817.31	842.4	304.16	204.35	89.16	938.35	128.26	390.09	460.72	423.32	3063.3	1059.51	907.72	398.84	1457.47	82.24	318.08	95.99	1145.31	96.64	731.64	189.72	26.63	77.35	1247.23	99.69	949.53	360.01	124.01	174.63	578.61	674.83	831.82	240.51	341.56	117.08	541.1	276.53	871.24	896.37	184.74	442.64	267.19	609.38	1609.26	209.45	95.41	400.68	784.19	919.21	97.53	179.24	238.54	115.26	394.78	245.8	927.04	928.5	406.3	112.78	277.13	548.31	508.53	738.93	0.0	302.3	955.02	1069.65	
bangorme	539.84	968.93	538.87	293.91	1252.42	1071.9	1570.96	535.52	946.59	252.77	1183.52	442.72	804.22	284.42	1701.43	851.52	340.51	624.71	1108.57	978.71	717.69	1064.21	402.23	385.03	110.28	1121.11	1137.91	1374.5	565.02	974.88	55.75	177.56	333.11	1108.89	1143.87	1184.48	290.76	1152.55	523.19	896.68	1239.71	619.58	3297.01	279.49	1029.12	505.3	313.49	564.84	669.52	630.71	943.53	1303.56	866.24	1164.02	923.37	1132.98	1176.06	675.62	818.52	75.61	978.57	1068.84	981.47	570.6	108.27	245.03	1208.06	237.48	655.87	682.55	689.45	3317.79	1326.59	1187.8	663.99	1726.33	327.62	583.68	363.88	1411.44	239.42	1002.57	455.85	304.98	256.8	1516.09	303.09	1215.66	625.82	179.86	130.15	843.5	940.84	1096.1	253.98	607.58	357.84	802.69	293.92	1010.31	1161.07	450.87	708.65	533.16	888.5	1878.13	475.59	317.23	665.58	894.03	1058.27	319.35	401.07	254.17	222.3	659.95	467.62	1192.75	1182.92	671.5	379.97	294.52	769.36	774.54	1004.94	302.3	0.0	1225.76	1335.78	
bloomingtonin	672.26	394.54	693.69	942.08	573.4	166.92	970.28	697.15	434.72	983.03	155.33	759.79	769.66	925.52	1154.17	336.1	900.44	711.71	663.18	275.51	642.52	576.28	821.09	828.87	1122.68	196.73	461.7	860.04	754.77	592.49	1171.13	1066.16	921.65	128.84	609.15	121.65	961.36	179.9	696.23	339.43	763.04	618.26	2315.07	980.56	795.35	712.32	949.23	685.73	550.13	628.22	666.66	515.29	366.1	195.01	643.74	519.15	50.74	761.95	714.01	1152.26	348.27	174.26	310.01	686.26	1127.81	998.04	105.4	976.15	735.6	553.34	557.15	2335.85	120.16	156.63	622.42	1177.02	885.03	700.11	861.98	619.31	1017.61	225.03	750.65	960.06	987.02	953.16	929.55	660.79	631.59	1047.47	1098.09	739.65	336.88	757.02	967.0	709.26	855.1	409.36	915.36	404.56	513.78	748.48	569.82	693.13	348.72	1334.58	737.08	915.94	605.91	315.53	452.03	913.58	837.26	965.03	1036.82	617.25	780.69	540.37	112.12	637.17	842.32	918.39	461.74	664.67	453.93	955.02	1225.76	0.0	598.33	
maconga	839.71	519.92	1009.09	1210.46	91.94	596.97	379.55	811.22	536.26	1093.05	477.42	896.55	594.04	1112.99	563.43	805.47	1124.69	767.93	250.39	744.88	620.27	285.04	936.1	962.03	1232.71	759.19	276.23	269.3	861.88	375.38	1281.15	1176.18	1037.77	543.73	196.02	526.72	1076.7	465.43	877.85	861.51	165.85	1044.81	2739.68	1091.21	400.74	839.94	1065.12	779.58	803.36	716.14	418.69	83.86	792.65	495.45	426.15	216.06	617.21	716.58	602.89	1262.29	547.65	721.82	872.47	767.46	1237.84	1108.07	504.28	1159.26	722.09	979.89	688.43	2759.67	481.97	490.09	670.41	586.28	1012.73	767.91	976.99	102.03	1127.64	650.62	883.54	1075.81	1097.04	362.43	1060.77	121.15	727.21	1157.49	1208.11	589.14	628.38	343.88	1208.94	765.44	988.26	730.54	1183.0	967.02	185.61	888.36	668.52	810.81	775.27	743.84	867.84	1040.01	682.03	792.7	1014.49	1037.72	1041.68	1206.97	1146.84	684.64	1017.43	164.53	680.36	665.85	957.33	1186.03	851.68	562.62	454.06	1069.65	1335.78	598.33	0.0	
